message;sha
Rollback snakeyaml version (Fixes IT tests)--The stats gen (#1787) change introduced a version of snakeyaml which--is incompatible with arquillian-cube (between 1.19 and 1.23 they--remove some methods).----This was picked up by the integration tests, but overriden to submit.----This change pins the snakeyaml version at 1.19, thereby allowing the--integration tests to run again.----Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1817 from ivankelly/fix-it;1a030239d6c3c221b140a02e3ef8ba137f709985
Introduce condensed encoding format for availabilityOfEntriesOfLedger--Descriptions of the changes in this PR:----- this condensed encoding format will take fewer bytes than initially--proposed bit vector.--Reviewers: Sijie Guo <sijie@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1814 from reddycharan/updatebpdoc;fe50b8c975acce46a2ed680c82de62cba36b058e
[BOOKIE] Fix sorted ledger storage rotating entry log files too frequent------Descriptions of the changes in this PR:----*Motivation*----A strong behavior was observed when using sorted ledger storage with single entry log manager on production:----"the entry log files are rotated very frequently and small entry log files are produced".----The problem was introduced due to #1410.----At current entry logger, when a new entry log file is created, EntryLogger will notify its listeners--that a new entry log file is rotated via [`onRotateEntryLog`](https://github.com/apache/bookkeeper/blob/master/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogManagerBase.java#L152).----Before the change in #1410, `SortedLedgerStorage` inherits from `InterleavedLedgerStorage`.--So when a new entry log file is rotated, `SortedLedgerStorage` is notified.----However after the change in #1410, `SortedLedgerStorage` doesn't inherits `InterleavedLedgerStorage` anymore.--Instead, the relationship is changed to composition. `SortedLedgerStorage` is composed using an interleaved ledger--storage. So the entrylog listener contract was broken. `SortedLedgerStorage` will not receive any `onRotateEntryLog`--notification any more.----*Changes*----When `SortedLedgerStorage` initializes, it passes its own entry log listener down to the interleaved ledger storage.--So entry logger can notify the right person for entry log rotations.----*Tests*----Existing tests should cover most of the case. Looking for how to add new test cases.--------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Charan Reddy Guttapalem <reddycharan18@gmail.com>, Andrey Yegorov <None>--This closes #1807 from sijie/fix_rotation_behavior;deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b
Fix cpu-affinity module build on jdk10+--Port tricks from circe-checksum to cpu-affinity module in order to make the build pass on JDK11--Reviewers: Sijie Guo <sijie@apache.org>, Matteo Merli <mmerli@apache.org>--This closes #1816 from eolivelli/fix/jdk11-cpu-affinity-build;0c623d54ed15102667d2d1ac389998a1ffdcf11c
Added BlockingQueue implementation based on JCtools--### Motivation----Add a `BlockingQueue` implementation that is suitable for low latency and low contention. ----Key points:-- * Optimized for multiple producers and single consumer-- * When waiting for entries, the thread is blocked with busy wait to avoid context switch.----(This will be used in subsequent PRs to optionally enable it)--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1682 from merlimat/blocking-queue;5997963d5b68d6fc6d341352fb40562eb92dab2b
Added module to enable CPU affinity--### Motivation----This is part of a set of changes aimed at reducing latency in BK at the expense of other aspects (eg: max throughput). While not intended to be used as default settings, they might be good to have whenever the latency becomes critical. ----Pinning a thread to a particular CPU will ensure no other process will execute on that CPU reducing all scheduler induced context switches that will cause latency jittery.----A given thread that wants to get pinned to a CPU just needs to call: ----```java--CpuAffinity.acquireCore();--```----It's called `acquireCore()` because it will also disable hyper-threading on the pinned cpu.----Subsequent PRs will use this module to have the option to pin critical threads to available CPUs.----### Changes-- * Added JNI module to call `sched_setaffinity()` to pin a thread to a particular CPU-- * Automatically discover available isolated CPUs-- * Acquire file-based locks to allow multiple processes on same machine to acquire CPUs independently.--Reviewers: Ivan Kelly <ivank@apache.org>, Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1641 from merlimat/cpu-affinity;dab8310f09c963112bb7a3efede5763ac35ee185
[STATS] introduce `StatsDoc` annotation for better documenting metrics exposed by bookkeeper--Descriptions of the changes in this PR:--------### Motivation----A common ask from people using bookkeeper is how they can monitor bookies and bookkeeper clients, what kind of metrics that bookkeeper exposes--and what are the important metrics. Currently bookkeeper doesn't provide any metrics page for guiding people on monitoring bookkeeper services.----In order to help people on this, we need to provide a few documentation pages about metrics. However if we just write such pages, those pages--can quickly get out-of-dated when code is changed.----### Changes----- Introduce an annotation `StatsDoc` for annotating the counters/gauges/opstats in the source code.--- Provide a tool to generate the stats and their documentation into a yaml file.----The yaml file will be used by the website for rendering a metrics reference page.----### Results----```--"server":--  "bookie_BOOKIE_READ_ENTRY_BYTES":--    "description": |---      bytes stats of ReadEntry on a bookie--    "type": |---      OPSTATS--  "bookie_WRITE_BYTES":--    "description": |---      total bytes written to a bookie--    "type": |---      COUNTER--  "bookie_BOOKIE_ADD_ENTRY":--    "description": |---      operations stats of AddEntry on a bookie--    "type": |---      OPSTATS--  "bookie_BOOKIE_RECOVERY_ADD_ENTRY":--    "description": |---      operation stats of RecoveryAddEntry on a bookie--    "type": |---      OPSTATS--  "bookie_BOOKIE_ADD_ENTRY_BYTES":--    "description": |---      bytes stats of AddEntry on a bookie--    "type": |---      OPSTATS--  "bookie_BOOKIE_FORCE_LEDGER":--    "description": |---      total force operations occurred on a bookie--    "type": |---      COUNTER--  "bookie_READ_BYTES":--    "description": |---      total bytes read from a bookie--    "type": |---      COUNTER--  "bookie_BOOKIE_READ_ENTRY":--    "description": |---      operation stats of ReadEntry on a bookie--    "type": |---      OPSTATS--```----Master Issue: #1786--------Reviewers: Ivan Kelly <ivank@apache.org>, Jia Zhai <None>--This closes #1787 from sijie/stats_generator;450f27ce3c80f78151bdd962c9deb31e92df6620
BP-36: Stats documentation annotation------Descriptions of the changes in this PR:----*Motivation*----A common ask from people using bookkeeper is how they can monitor bookies and bookkeeper clients, what kind of metrics that bookkeeper exposes--and what are the important metrics. Currently bookkeeper doesn't provide any metrics page for guiding people on monitoring bookkeeper services.----In order to help people on this, we need to provide a few documentation pages about metrics. However if we just write such pages, those pages--can quickly get out-of-dated when code is changed. The proposal here is to seek a programming way for generating metrics related pages.----Master Issue: #1785--------Reviewers: Sijie Guo <sijie@apache.org>, Jia Zhai <None>, Enrico Olivelli <eolivelli@gmail.com>, Andrey Yegorov <None>--This closes #1786 from sijie/bp_stats_generator;1590ca3c7056f878cf1d0c6298f277d4cd04315c
Move version out of LedgerMetadata--The version is a property of the metadata store and not of the--LedgerMetadata object itself. Putting it in the LedgerMetadata forces--that LedgerMetadata to be mutable, as it needs to be updated before--being sent to the LedgerManager.----This change moves version out of LedgerMetadata and modifies the--LedgerManager to use Versioned<LedgerMetadata>.----This is a large change, but almost purely mechanical.----TestHttpService has been modified to remove a preexisting flake in a--test which had to be modified for this change.----Master issue: #281----Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1797 from ivankelly/kill-set-version;9fd28d0cef37b0c69fb015a864c3629652e2aa38
[tools] package bookkeeper tools into a separated distribution--Descriptions of the changes in this PR:----*Motivation*----Server distribution contains a lot of stuffs that doesn’t need to run bkctl and bookkeeper shell, such as stats providers, http servers and many other dependencies.----At many environments, you want to deliver a set of tools to your customers to interact with or operate bookkeeper clusters. They don’t care about server side stuffs and ask them to use a server package to run a tool makes things confused.----*changes*----Create a new ‘bkctl’ package that only contains bookkeeper shell and new cli.----------Reviewers: Charan Reddy Guttapalem <reddycharan18@gmail.com>, Enrico Olivelli <eolivelli@gmail.com>, Matteo Merli <mmerli@apache.org>--This closes #1798 from sijie/package_bookkeeper_tool;8ad1e9031eca426324583d29b50d6c70046310d5
ISSUE #1799: bkctl is broken with default build options--Descriptions of the changes in this PR:----*Motivation*----`bkctl` is designed in a modularized way for extensibility.--it loads command groups via ServiceLoader. However current build--profile doesn't leverage this extensibility. Instead it hardcodes--all the commands in one service load file. So if `bkctl` is built--without `-Dstream`, it will broke.----*Changes*----- move `ledger` related commands to `tools/ledger`--- generate the service load file by concating `commands` files from each module's resources directory.----*Results*----bkctl works for all build profiles.----- without `-Dstream`----```--$ bin/bkctl----bkctl interacts and operates Apache BookKeeper clusters----Usage:  bkctl [flags] [command group] [commands]----Commands:----    bookie      Commands on operating a single bookie--    bookies     Commands on operating a cluster of bookies--    cookie      Commands on operating cookies--    ledger      Commands on interacting with ledgers----    help        Display help information about it----Flags:----    -c, --conf--        Configuration file----    -n, --namespace--        Namespace scope to run commands (only valid for table service for now)----    -u, --service-uri--        Service Uri----    -h, --help--        Display help information----Use "bkctl [command] --help" or "bkctl help [command]" for more information--about a command--```----- with `-Dstream`----```--$ bin/bkctl----bkctl interacts and operates Apache BookKeeper clusters----Usage:  bkctl [flags] [command group] [commands]----Commands:----    bookie          Commands on operating a single bookie--    bookies         Commands on operating a cluster of bookies--    cluster         Commands on administrating bookkeeper clusters--    cookie          Commands on operating cookies--    ledger          Commands on interacting with ledgers--    namespace       Commands on operating namespaces--    table           Commands on interacting with tables--    tables          Commands on operating tables----    help            Display help information about it----Flags:----    -c, --conf--        Configuration file----    -n, --namespace--        Namespace scope to run commands (only valid for table service for now)----    -u, --service-uri--        Service Uri----    -h, --help--        Display help information----Use "bkctl [command] --help" or "bkctl help [command]" for more information--about a command--```----Master Issue: #1799 --------Reviewers: Ivan Kelly <ivank@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1800 from sijie/refactor_bkctl, closes #1799;faeb9bb89c40045bd63681ecab662b838cdeec32
Fix bugs in DefaultEnsemblePlacementPolicy----Descriptions of the changes in this PR:----- bookieInfoMap is not initialized and newEnsemble will throws BKNotEnoughBookiesException if--diskWeightBasedPlacement is enabled--- add test coverage for DefaultEnsemblePlacementPolicy with diskWeightBasedPlacement enabled------Reviewers: Sijie Guo <sijie@apache.org>, Andrey Yegorov <None>--This closes #1788 from reddycharan/defaultplacementfix;398aa4cdc4b168f76d453fd74eda66182e24b21f
Fix indentation in BP-34 doc----Descriptions of the changes in this PR:----- just indentation fix------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1803 from reddycharan/bp34fix;3cc261a6ad819613026da6b856f1a1719b35d9bb
Fixed Auth with v2 protocol--### Motivation----BK auth framework is currently broken when using v2 protocol.----### Changes---- * Fixed auth when using V2 protocol-- * Made sure a client with authentication enabled can talk to a bookie without authentication. This is required in any case when enabling/disabling authentication on a live cluster.-- * Run all auth tests against both v2 and v3 protocol.----This should be included in 4.7.2 to give a path to upgrade.----cc/ rdhabalia --Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1805 from merlimat/fix-v2-auth;dc2aaaa070d9a8d393409b69c80ad668b70f6d2b
[BUILD] Ignore `versionsBackup` file generated by `mvn versions:set`----Descriptions of the changes in this PR:----*Motivation*----`mvn versions:set` will generate files suffixed with `.versionsBackup`----------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Matteo Merli <mmerli@apache.org>--This closes #1801 from sijie/exclude_versionsbackup;86dda9a3872028d7d06fe43a148d0e7547e9b26f
[TOOLS] improve bkctl help message------Descriptions of the changes in this PR:----*Motivation*----Currently `bin/bktcl help` will output all command groups all together.--It is a bit hard to tell what command groups to use, especially some--commands are used for table service.----*Changes*----Introduce `category` in the cli spec to define which category that a--command group belongs to. So when it prints out the help message, it--can use that information to categorize the command groups together--to provide better user experience.----*Results*----```--$ bin/bkctl help--bkctl interacts and operates Apache BookKeeper clusters----Usage:  bkctl [flags] [command group] [commands]----Infrastructure commands :----    bookie          Commands on operating a single bookie--    bookies         Commands on operating a cluster of bookies--    cluster         Commands on administrating bookkeeper clusters----Ledger service commands :----    ledger          Commands on interacting with ledgers----Table service commands :----    namespace       Commands on operating namespaces--    table           Commands on interacting with tables--    tables          Commands on operating tables----Other commands :----    help            Display help information about it--```--------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Matteo Merli <mmerli@apache.org>--This closes #1793 from sijie/add_groups;843c0cc2fe73fc59d743e41dde81178608a29b8e
[TOOLS] add cookie related commands------Descriptions of the changes in this PR:----*Motivation*----In some use cases, you need cookie related tools to create/delete/update/get cookie when handling production issues.--Currently bookkeeper doesn't provide such commands.----*Changes*----Add cookie related commands----- create--- delete--- get--- update--- generate--------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Jia Zhai <None>, Matteo Merli <mmerli@apache.org>--This closes #1794 from sijie/add_cookie_commands;e31e844505c59a9c119c6896a7f789db8f432dc2
Issue #1791: Read Submission should bypass OSE Threads--### Motivation----Profiling of our Bookkeeper Client code for read requests shows that client threads spend half of their time in dispatching requests to OrderedExecutors (just the dispatch itself, not the execution inside OSE): 54% of their CPU time is spent in OrderedExecutor.executeOrdered() (called by LedgerHandle.readEntriesInternalAsync()). The high time spend in request submission to OSE is largely caused by Linux scheduling cost, that is the cost of dispatching the OSE thread to CPU: 42% of total time (3/4th of executeOrdered() time), threads spend in Unsafe.unpark(), which is essentially Linux scheduling/dispatching of another thread.----### Changes----This change executes read submissions (PendingReadOp) on read-only ledger handles directly inside the client thread instead of submitting them to Ordered Executors.----Tests with a prototype have shown significant improvements in both overall CPU consumption as well as read latency. The additional work client threads have to do (the dispatch of the read requests to netty) is roughly the same as the (saved) dispatch cost to OSE, so the change turns out to be neutral for CPU consumption of client threads. In some experiments, the savings even exceed the additional work, and client threads consume less cpu even though they "do more". It also frees up lots of resources in OSE threads. Since it eliminates one context-switch in read submission and also avoids serialization of reads to the same ledger (or ledgers hashing to the same OSE), it also reduces read latency. For a mixed read-write workload (14,000 reads/sec on read-only ledgers, 4,000 writes/sec on another set of ledgers), this change has reduced CPU consumption of OSE threads by 25%, kept CPU consumption of client (and Netty) threads the same, and yielded a 6% improvement of read latency (as measured by BK Client).----Master Issue: #1791: Read Submission should bypass OSE Threads----Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Andrey Yegorov <None>, Sijie Guo <sijie@apache.org>, Matteo Merli <mmerli@apache.org>--This closes #1792 from nicmichael/DirectRead, closes #1791;6b99ff73278d4e655509f61ea44284e54716f5a8
Cache InetSocketAddress if hostname is IPAddress------Descriptions of the changes in this PR:----- in BookieSocketAddress if IPAddress is hostname then it is okay--to cache InetSocketAddress, since the canonicalhostname of the node--dont change.------Reviewers: Sijie Guo <sijie@apache.org>, Enrico Olivelli <eolivelli@gmail.com>, Matteo Merli <mmerli@apache.org>, Andrey Yegorov <None>--This closes #1789 from reddycharan/bookieaddressonlywhenhostname;102475a954eb0c00c1cc2ccf022db4b7c0bb9eea
Upgrade to Netty 4.1.31 and use individual dependencies--### Motivation---- * Upgrade to latest Netty version which brings in perf improvements and some new features (eg: https://github.com/netty/netty/pull/8267) ---- * Broke down the dependencies from `netty-all` into individual components, as discussed at https://github.com/apache/bookkeeper/pull/1755#discussion_r228449352------Reviewers: Ivan Kelly <ivank@apache.org>, Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1784 from merlimat/netty-4.1.31;da3bd81ef8849589d63d6051c4f1dc86981c7436
Use default metric registry in Prometheus exporter--### Motivation----Currently the Prometheus exporter is using a private metrics register. This doesn't work well for BK client where we want to expose in the same registry of application, or when we want to interact with other tools that use the default static registry (eg: log4j, jetty integrations for prometheus).----Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1765 from merlimat/prometheus;108747149e9ebc2380b0f92905edbe93034c075a
ISSUE #1767: security vulnerabilities in 3rd party dependencies--Descriptions of the changes in this PR:----Upgraded jline and jackson to remove security vulnerabilities mentioned in #1767 ----### Motivation----Remove security vulnerabilities mentioned in #1767 ----### Changes----Upgraded jline and jackson 3rd party dependencies----Master Issue: #1767 --------Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1777 from mptap/fix-1767-remove-vulnerabilities, closes #1767;40b0bd101dccd3cd9aefc8c3e915b34071ae1229
[TABLE SERVICE] [PYTHON] add default port to service hosts--Descriptions of the changes in this PR:----*Motivation*----Similar as #1778, add default port to service hosts if port is missing.----*Changes*----add default port to service hosts if they miss ports----Related Issue: #1778--------Reviewers: Jia Zhai <None>--This closes #1780 from sijie/fix_python_service_uri;911a08f7a3bcb82688f9d1a5b6ef7b86a615a2f9
[TABLE SERVICE] add default port to service hosts----Descriptions of the changes in this PR:----*Motivation*----Currently we have to add `4181` in the service uri in order to make it work.--Ideally it would be great that the system can fill the default port if port is missing.----*Changes*----add default port when parsing `ServiceURI`----------Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1778 from sijie/add_default_port;d13bffc0a2853b8d2876c3314f6732eaf576534a
[TESTS] Issue #1752: disable etcd tests in normal builds------Descriptions of the changes in this PR:----*Motivation*----apache/bookkeeper#1766 attempts to disable etcd tests in normal builds.--however it only added the `integrationTests` profile but didn't disable tests--in normal builds.----*Changes*----Disable etcd tests in normal builds----Master Issue: #1752 --------Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1779 from sijie/run_etcd_tests_on_integrationtests, closes #1752;49924130d083015b788c43f057d66c993d343c82
Reduce stack traces in logs for common cases--### Motivation----For common "error" conditions the exception message is the only important bit while the stack traces are just adding clutter the logs files. ------Reviewers: Andrey Yegorov <None>, Sijie Guo <sijie@apache.org>--This closes #1776 from merlimat/master;b17b1657e938aa41d747fd49537559c4f29860de
[TABLE SERVICE] Fix python client can't read keys written by java clients--Descriptions of the changes in this PR:----*Motivation*----Python client is a thin table service client. So it relies on storage container--intercepting the requests to attach routing header. It attaches the routing header--if the requests are needed to route to remote containers; however for the local containers--it doesn't attach the right routing header.----*Changes*----Fix `StorageContainerImpl` to use proxy routing interceptor to intercept requests to attach routing header.----*Tests*----Add integration tests in python client & add test for python clients reading key/value pairs written by java clients.--------Reviewers: Jia Zhai <None>--This closes #1771 from sijie/remove_python23_incompatible_changes;f3b8c6a78f149e442e40a1e3d1d0583ebe306e36
[TESTS] Fix integration test TestCompatUpgradeYahooCustom.testUpgradeYahooCustom--Descriptions of the changes in this PR:----*Motivation*----apache/bookkeeper#1749 fixes bash script issue but it introduced `set -e` which--will fail `bin/bookkeeper` if grepping configuration file failed.----*Changes*----`set -e` is useful to fail fast if anything fails in the bash script. This change--is to mask exit code of `grep` operation, since the bash script already handle--the grep result.----*Tests*----Manually verified the change works. And the existing TestCompatUpgradeYahooCustom.testUpgradeYahooCustom--integration tests would also verify if the change fixes the problem or not.--------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Ivan Kelly <ivank@apache.org>--This closes #1772 from sijie/fix_common_scripts;676dc825efefe7222d8da11d9a7bcf15247f18eb
ISSUE #1757: prevent race between flush and delete from recreating index--IndexPersistencManager.flushLedgerHandle can race with delete by--obtaining a FileInfo just prior to delete and then proceeding to rewrite--the file info resurrecting it.  FileInfo provides a convenient point of--synchronization for avoinding this race.  FileInfo.moveLedgerIndexFile,--FileInfo.flushHeader, and FileInfo.delete() are synchronized already, so--this patch simply adds a deleted flag to the FileInfo object to indicate--that the FileInfo has become invalid.  checkOpen is called in every--method and will now throw FileInfoDeleted if delete has been called.--IndexPersistenceManager can catch it and deal with it appropriately in--flush (which generally means moving onto the next ledger).----This patch also eliminates ledgersToFlush and ledgersFlushing.  Their--purpose appears to be to allow delete to avoid flushing a ledger which--has been selected for flushing but not flushed yet avoiding the above--race.  It's not sufficient, however, because IndexInMemPageMgr calls--IndexPersistenceManager.flushLedgerHeader, which can obtain a FileInfo--for the ledger prior to the deletion and then call--relocateIndexFileAndFlushHeader afterwards.----Also, if the purpose was to avoid concurrent calls into--flushSpecificLedger on the same ledger, it's wrong because of the--following sequence:----t0: thread 0 calls flushOneOrMoreLedgers--t1: thread 0 place ledger 10 into ledgersFlushing and completes--flushSpecificLedger--t2: thread 2 performs a write to ledger 10--t3: thread 1 calls flushOneOrMoreLedgers skipping ledger 10--t4: thread 0 releases ledger 10 from ledgersFlushing--t5: thread 1 completes flushOneOrMoreLedgers----Although thread 1 begins to flush after the write to ledger 10, it won't--capture the write rendering the flush incorrect.  I don't think it's--actually worth avoiding overlapping flushes here because both FileInfo--and LedgerEntryPage track dirty state.  As such, it seems simpler to--just get rid of them.----This patch also adds a more agressive version of testFlushDeleteRace to--test the new behavior.  Testing with multiple flushers turned up a bug--with LedgerEntryPage.getPageToWrite where didn't return a buffer with--independent read pointers, so this patch addresses that as well.----(bug W-5549455)--(rev cguttapalem)--Signed-off-by: Samuel Just <sjustsalesforce.com>--(cherry picked from commit 7b5ac3d5e76ac4df618764cafe80aef2994703ec)----Author: --Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1769 from athanatos/forupstream/wip-1757, closes #1757;41e4bccb9694e1f373e919f6891b8e88b2232c5e
Issue #1752: Etcd docker based tests are running on wrong jobs on CI------Descriptions of the changes in this PR:----*Motivation*----Fixes #1752 ----Etcd metadata driver is using testcontainer to run Etcd in containers for integration tests.--However this job is running as part normal build, which can cause container image being deleted--due to concurrent builds.----*Changes*----Move etcd metadata driver tests to be as part of `integrationTests`----Master Issue: #1752 -------Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1766 from codingwangqi/move_etcd_to_integration_tests, closes #1752;6c2d58ef059ad64d36c71b205061c2d6aefaab35
[WEBSITE] Fix broken link to ledger-api#example-application--Link should be to a section in same page--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1764 from merlimat/fix-docs-link;d9444ba143c9cdba4af427afdd9f0b696c1d7683
Kill LedgerMetadata#isConflictWith--It doesn't make sense anymore, as local copies of the metadata are--never modified, only updated with the latest version from the metadata--store.----In effect, this logic has been broken out to the places where we try--to update the metadata store copy. Each time we try to update the--metadata store, we ensure that the update we are applying still makes--sense with regard to the copy of the metadata we are updating.----Master issue: #281----Reviewers: Sijie Guo <sijie@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1760 from ivankelly/kill-is-conflict-with;fcd63f9a78a59aa48c693b4491fc5241ed350ff6
[MERGE SCRIPT] remove authors section------Descriptions of the changes in this PR:----*Motivation*----We are using github api to merge pull requests now.--So the authors section is not correct, remove that section and rely on github merge api.----*Changes*----remove authors section in the commit log.----------Reviewers: Enrico Olivelli <eolivelli@gmail.com>--This closes #1758 from sijie/fix_merge_scripts;86fd29525266dbdb8fcb7950321d99c1b565bebf
Don't cache Bookie hostname DNS resolution forever--### Motivation----`BookieSocketAddress` is resolving the bookie DNS name in its constructor and then using the already resolved `InetSocketAddress` instance.----If the IP of a bookie changes, the BK client will continue to use the old IP address.----### Changes----Construct a new `InetSocketAddress` each time `getSocketAddress()` gets called (eg: each time we attempt to make a new connection) so that we're making sure to get the right IP.----I cannot think of a good way to add unit test for this at this point, suggestions are welcome. ----I think this should be included in a patch release as well 4.7.3 or 4.8.1--Reviewers: Andrey Yegorov <None>, Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>, Ivan Kelly <ivank@apache.org>--This closes #1762 from merlimat/fix-dns;3d8bad44a40ce5cb173df5dfd7cb06d81bed26e1
Remove LedgerMetadata#getEnsembles in favour of #getAllEnsembles--They do the same thing except that #getEnsembles returns a TreeMap--while #getAllEnsembles returns a NavigableMap.----LedgerMetadata#getAllEnsembles is part of the api interface.----Master issue: #281----Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Sijie Guo <sijie@apache.org>--This closes #1759 from ivankelly/remove-get-ensembles;f52d5dd11bb1e6059fbc841e41b242a828a8b768
Use immutable metadata in LedgerHandle--Which means that for the two LedgerHandle operations that mutate the--metadata, ensemble change and closing, ensure that metadata is written--to the metadata store before the client ever uses it.----Master issue: #281--Author: Ivan Kelly <ivank@apache.org>-Author: Sijie Guo <guosijie@gmail.com>-Author: Charan Reddy Guttapalem <reddycharan18@gmail.com>-Author: Andrey Yegorov <dlg99@users.noreply.github.com>-Author: Samuel Just <sjust@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>, Venkateswararao Jujjuri (JV) <None>, Samuel Just <sjust@salesforce.com>--This closes #1646 from ivankelly/immutable-handle-failures;6bf69714ed2e336499bec7d3513773bf8a4f2a02
Modules dependencies do not need to be included in checksum Jar--The current assembly configuration is including the jars of the modules dependency inside its own jar.----These jars are completely ignored, but they take up non trivial space.----With this change the size of `circe-checksum.jar` goes from 2.8 MB to 62 KB.--Author: Matteo Merli <mmerli@apache.org>--Reviewers: Sijie Guo <sijie@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1751 from merlimat/master;2f73da607714b622ef5aafbf073d46b55dea89a4
Adding multi-node ZKCluster test util class------Descriptions of the changes in this PR:----- adding multi-node ZKCluster util class--- adding new interface for ZKCluster util and having separate implementaions for--single node ZKCluster and multi-node ZKCluster----### Motivation----This helps in adding more test coverage to Zookeeper aspects.--Author: Sijie Guo <guosijie@gmail.com>-Author: Charan Reddy Guttapalem <reddycharan18@gmail.com>-Author: cguttapalem <cguttapalem@salesforce.com>-Author: Andrey Yegorov <dlg99@users.noreply.github.com>-Author: Samuel Just <sjust@salesforce.com>--Reviewers: Sijie Guo <sijie@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1753 from reddycharan/multinodezkcluster;afb62329a85ef8c28c013a9f8a195dc22cbd3ad9
Netty allocator wrapper--### Motivation----Configuring the correct JVM memory settings and cache sizes for a BookKeeper cluster should be simplified.----There are currently many knobs in Netty or JVM flags for different components and while with a good setup the systems is very stable, it's easy to setup non-optimal configurations which might result in OutOfMemory errors under load.----Ideally, there should be very minimal configuration required to bring up a BookKeeper cluster that can work under a wide set of traffic loads. In any case, we should prefer to automatically fallback to slower alternatives, when possible, instead of throwing OOM exceptions.---- * Provide a wrapper to have a single unified configuration point for Netty allocator configuration.-- * Provide fallback policy when dealing with direct memory OOM errors----### Changes---- * This is the first PR. It only contains the allocator wrapper implementation. Subsequent PR will add the changes to use it.-- * Added `bookkeeper-common-allocator` module to have a no-dependencues module that can be used directly from Pulsar client library too (which doesn't depend on BK).----Author: Sijie Guo <guosijie@gmail.com>-Author: Charan Reddy Guttapalem <reddycharan18@gmail.com>-Author: Matteo Merli <mmerli@apache.org>-Author: Andrey Yegorov <dlg99@users.noreply.github.com>-Author: Samuel Just <sjust@salesforce.com>--Reviewers: Qi Wang <None>, Sijie Guo <sijie@apache.org>, Ivan Kelly <ivank@apache.org>, Enrico Olivelli <eolivelli@gmail.com>--This closes #1754 from merlimat/allocator;379d2ba8570eed1f92f8a468158f1a2d0861aaa6
[BUILD] Fix build & bash script error when not using `stream` profile--Descriptions of the changes in this PR:----*Motivation*----There are two issues in current master when building without stream----- build `bkperf` failed--- bin/bookkeeper is using the wrong module----*Changes*----- build `bkperf` module as part of `stream` profile--- fix the problem in `bin/bookkeeper` locating the right module--- add two tests in travis to test builds without `stream` profile--------------Author: Sijie Guo <guosijie@gmail.com>-Author: Sijie Guo <sijie@apache.org>-Author: Charan Reddy Guttapalem <reddycharan18@gmail.com>-Author: Andrey Yegorov <dlg99@users.noreply.github.com>-Author: Samuel Just <sjust@salesforce.com>--Reviewers: Enrico Olivelli <eolivelli@gmail.com>, Charan Reddy Guttapalem <reddycharan18@gmail.com>--This closes #1749 from sijie/fix_build_without_stream_profile;7016d0af6850ae565cc674a6d286782bbb5ba33a
