message;sha
TAJO-1244: tajo.worker.tmpdir.locations should use a validator for a list of Path.--Closes #298;adb34bdf84299228037d7706bf0c0209c3577846
TAJO-1143: TajoMaster, TajoWorker, and TajoClient should have diagnosis phase at startup--Closes #280;a0d67bb60ea995dc2c0ad014a8b71852e936cd56
TAJO-1238: Add SET SESSION and RESET statement.--Closes #294;4bcd46427131c09bed9898a552efe416bbdbf442
TAJO-1235: ByteBufLineReader can not read text line with CRLF. (jinho)--Closes #289;bebc78011798cd2fd691e8901141e94f1d445d6e
TAJO-1237: Fix missing maven-module for pullserver. (jinho)--Closes #293;72256fcff2c77222e278cb690efb8f669e926a29
Updating outdated affiliations.;ac6799f0ebfdd56b484611ea28dada8880406d19
TAJO-1236: Remove slow 'new String' operation in parquet format. (jinho)--Closes #292;661c7e216d664c71d2c889082703ecc6ae028dc3
TAJO-1196: Unit test hangs occasionally and randomly. (jihoon);8f68b4bafdbb216365459d5bd118534d0031e548
TAJO-1230: Disable ipv6 support on JVM. (Jihun Kang via hyunsik)--Closes #291;88e5c9e9a5cc067f7cc95899cd21394f2a2243c9
TAJO-1229: rename tajo-yarn-pullserver to tajo-pullserver.--Closes #284;b5aa780460fcfbf657541ee6c94d41b34b1b24b9
TAJO-1234: Rearrange timezone in date/time types.--Closes #290;facd1ddcc85a088ab8ba4e42dce2c99f6fe7e5de
TAJO-1213: Implement CatalogStore::updateTableStats. (jaehwa)--Closes #285;95cf4b9432a02fdbf9880b204c3db718e2bd2468
TAJO-1231: Implicit table properties in session is not stored in table property.--Closes #287;ab2efce8fb4015523a9a818f0e03fa57c6366585
TAJO-1194: 'INSERT OVERWRITE .. SELECT' does not remove existing data when result is empty. (missing code);2a69bcc218a53eced0cdb9217de1fdd1837c0827
TAJO-1194: 'INSERT OVERWRITE .. SELECT' does not remove existing data when result is empty. (jaehwa)--Closes #254;f6da07b03587d2bce5ca4ac53d86eae3a8ba23c2
TAJO-1191: Change DateDatum timezone to UTC. (Jaewoong Jung via hyunsik)--Closes #278;97507e45883c9db2fec2f5a9a9e544384a86ccd0
TAJO-1224: When there is no projected columns, json scan can be hang.--Closes #281;9f8be1a695298e2e9fe0d881ddfcb310b5a7460b
TAJO-1223: Wrong query verification against asterisk and more expressions in select list.--Closes #279;20d1f0145b47e6c478bb55c79d670926e66f137c
TAJO-1220: Implement createStatement() and setEscapeProcessing() in  JdbcConnection. (YeonSu Han via hyunsik);ea2dbf82c04d609dac46abd322241a15ccf30956
TAJO-1222: DelimitedTextFile should be tolerant against parsing errors.--Closes #277;f69938abecd3d53968e318d97aba53d9acd3de40
TAJO-1183: Keep command execution even with errors. (Jaewoong Jung via hyunsik)--Closes #266;5066ac3e80da390ff0f5733d345cbc63ec252843
TAJO-1190: INSERT INTO to partition tables may cause NPE.--Closes #250;1cdbe467e3dc25d7af59afc116ff9e8e6273a1ac
TAJO-1211: Staging directory for CTAS and INSERT should be in the output dir.--Closes #274;b4adc18cd25de550fe04a43ef69d715c146976db
TAJO-1210: ByteBufLineReader does not handle the end of file, if newline is not appeared. (jinho)--Closes #272;bf68b770e6abbb4c63d696e264a348bb1ddb5982
TAJO-1095: Implement Json file scanner.--Closes #181;cd38dffb908a3959472f5ddb705db71d0e48ad89
TAJO-1119: JDBC driver should support TIMESTAMP type. (jaehwa);7d41c67ca94493e38c67e62663dc097358a18539
TAJO-1165: Needs to show error messages on query_executor.jsp. (Jihun Kang via jaehwa);4637f7fd126c46f0e6a4bcdf2d816511b690552b
TAJO-1204: Remove unused ServerName class. (DaeMyung Kang via jaehwa);f3291621c31bbc24aff47dbc363ddfe2a1a9b21c
TAJO-1209: Pluggable line (de)serializer for DelimitedTextFile.--Closes #1209;72dd29c520981a3ffaac2150ee7306ca41192893
TAJO-1053: ADD PARTITIONS for HCatalogStore. (jaehwa);3ae44b1d2a1cf49123eb1d1c30f081a8a8d0e7fb
TAJO-1166: S3 related storage causes compilation error in Hadoop 2.6.0-SNAPSHOT. (jaehwa)--Closes #262;3d485ecb0112af12258a5a2bdc4a400b8df4fae8
TAJO-1188: Fix testcase testTimestampConstructor in TestTimestampDatum. (DaeMyung Kang via hyunsik);0c97fc0319b0f33c3a76f591d48cb52f1df92567
TAJO-1163: TableDesc should use URI instead of Path.--Closes #235;f6e09a5ae6f35dd6fe7f9ae895f0517f902b9b4d
TAJO-1208: Failure of create table using textfile on hivemeta. (jinho)--Closes #270;a56f8b53b264ed3e0554e68b3f0a51e6966e2b56
TAJO-1205: Remove possible memory leak in TajoMaster. (jinho)--Closes #265;80afe993b82d57582fbeab64d20199f4dfa3d9af
TAJO-1181: Avro schema URL should support various protocols. (jinho)--Closes #252;965cbd90778e2c6872e04456e94a19dd2e4f27f5
TAJO-1200: Invalid shuffle data of multiple worker in same server. (jinho)--Closes #259;c544ffc088d685f1ad66963351d71d7a925c7025
TAJO-1197: Unit test failed: unable to create new native thread. (jinho)--Closes #255;ef282ebec579c512bbb3860a49d7322e1fb45199
TAJO-1195: Remove unused CachedDNSResolver Class. (DaeMyung Kang via jaehwa)--Closes #253;67bdc71b17b54da731eaf01b9fac51ad8983353b
TAJO-1178: Some error messages for wrong JSON queries are not so much helpful. (Jaewoong Jung via jihoon);8f38cc7b7fff0f49c8a2ad5a2cafab783ea66347
TAJO-1184: Upgrade netty-buffer to 4.0.24.Final. (jinho)--Closes #248;491395a627dd527e43c469f00908dfc0f815de62
TAJO-1172: Remove Trevni storage type and its related classes (DaeMyung Kang via hyunsik)--Closes #244;95770e70bf4651b64a2ce79bd8f4bcea52d7ac90
TAJO-1177: Reduce the use of Sun proprietary API. (Jihun Kang via hyunsik)--Closes #243;a0625a620bba9781c51f2ee0f47ec0aad1c36767
TAJO-1169: Some older version of OpenJDK 1.6 does not get default timezone id. (Jihun Kang via hyunsik)--Closes #239;6059a3dd15e05cf1364cab6b90796acfa0356dea
TAJO-1179: Integration tests in TravisCI are occasionally failed due to log size.--Closes #245;2bc5e7f938b5c4e5a7712aa1d948d89beae6ef93
TAJO-1174: remove unnessary codes for blobdatum (DaeMyung Kang via hyunsik);17cb3120ed08749719515f21b741ea9551f7857b
TAJO-1156: Improve the comparison of timestamp and date types. (Jihun Kang via jihoon)--Closes #237;13af3d32febc1b2ece7a881d25ee650e50e1a64b
TAJO-1151: Implement the ByteBuffer-based De/Serializer. (jinho)--Closes #228;c193cfaa8eb50a83bbbf46624bcccb81c0cc7445
TAJO-1152: RawFile ByteBuffer should be reuse. (jinho)--Closes #224;55084a8ae29a3650409c1f1dea68223d6f1c340d
TAJO-1109: Separate SQL Statements from Catalog Stores. (Jihun Kang via hyunsik)--Closes #201;005556850e60f14d5e11ca74035b195461f31d29
TAJO-1161: Remove joda time dependency from tajo-core. (Jihun Kang via hyunsik)--Closes #233;2b8d30ca2ca4fbf1dfda58f482c952441178390d
TAJO-1162: to_char() returns "-00" second.--Closes #234;f45e74f6efd1175c4eb97dbbcd38c702e29031a0
TAJO-1026: Implement Query history persistency manager.--Closes #179;e01b00a7b05b98cc407ced04dad1c2f2144d0f88
TAJO-1128: Implement a select box for database at web interface. (Jongyoung Park via hyunsik)--Closes #222;a3e5bdd69833b87b666c1db567dbf464d84d35f7
TAJO-1149: Implement direct read of DelimitedTextFile. (jinho)--Closes #221;3e305b15fa94b1ed76dfa0e769825137ba1dfc1a
TAJO-1157: Required Java version in tutorial doc needs to be updated.--Closes #230;5a72e2f626de3a93dce0264cb24dbfcc00a1cd83
TAJO-1154: TajoCli doesn't pause while running the non-forwarded query. (Hyoungjun Kim via hyunsik)--Closes #227;d65224293671501639772db2141a316752078d76
TAJO-1129: Remove hadoop 2.2.0 support. (jinho via hyunsik)--Closes #215;5c82b7db42c718652d2a1fbb7bdd29d852e9565d
TAJO-1153: Merge off-heap package in block_iteration branch to master branch.--Closes #225;514ed8474a843c92b2fb772971e41f53010f5a4e
TAJO-1032: Improve TravisCI scripts to adjust log4j log level. (jinho)--Closes #226;080f4e1454fb8dfabe1c15e58d3c1eff8ecd6f6d
TAJO-1150: Some weird methods in QueryClientImpl should be fixed. (Jongyoung Park via hyunsik)--Closes #223;a23443570b92333e5d0e337576db68a842caef5f
Fixed missed classpath change of TAJO-1141.;aa5e3b683120a8b1841c523232b7a8a28371e7c9
TAJO-1141: Refactor the packages hierarchy of tajo-client.--Closes #217;c59baa3ad60e92da2ebd1fb636f301e5ca4f585d
TAJO-1139: ExternalSortExec should delete the intermediate files. (jinho via hyunsik)--Closes #212;154da1e492e9e1ad4e752dbf396f9d4f1973ec21
TAJO-1133: Add 'bin/tajo version' command. (Jihun Kang via hyunsik)--Closes #219;0319b1f0a71a65821408623f28f39ea4ec419bc9
TAJO-1145: Add 'bin/tajo --help' command. (Jihun Kang via hyunsik)--Closes #220;4b0f6befd45348b5b532cfa811c050b9efd9f473
TAJO-1114: Improve ConfVars (SessionVar) to take a validator interface to check its input. (Jihun Kang via hyunsik)--Closes #218;f728413fe36918a9b5e2381af951c05361900099
TAJO-1140: Separate TajoClient into fine grained parts.--Closes #213;f80beaf64d33850ee79e8ae32b33a852f56712f0
Revert "TAJO-1114: Improve ConfVars (SessionVar) to take a validator interface to check its input. (Jihun Kang via hyunsik)"--This reverts commit ee89c65b44142ca640020339e7ab5a608c1a8bf9.;8741e68291cb8dccb64d4c2e0b872cc56a4dbf3f
Revert "TAJO-1114: Improve ConfVars (SessionVar) to take a validator interface to check its input. (fixed compilation error)"--This reverts commit 7a65763554e556498b6d52dd2685636c3b6584b3.;58b8eb45c0ef39047fb1738c10e2411a8cc0dc5e
Revert "Fixed a missed compilation error in TestValidators."--This reverts commit b3749a0931e4e2c5447d9ce4cdfe43245300ef61.;1d63dca5e7724ff680c553b8616af6b0b001acf4
Fixed a missed compilation error in TestValidators.;b3749a0931e4e2c5447d9ce4cdfe43245300ef61
TAJO-1114: Improve ConfVars (SessionVar) to take a validator interface to check its input. (fixed compilation error);7a65763554e556498b6d52dd2685636c3b6584b3
TAJO-1114: Improve ConfVars (SessionVar) to take a validator interface to check its input. (Jihun Kang via hyunsik)--Closes #214;ee89c65b44142ca640020339e7ab5a608c1a8bf9
TAJO-1132: More detailed version info in tsql.--Closes #211;b5f3a7481eb7af0c4004a27f0d16bf203a8c4620
TAJO-1126: Join condition including functions throws IllegalArgumentException.--Closes #209;d9ba02bc1adebf12660d0af192d3d3c5441e7cd1
TAJO-1125: Separate logical plan and optimizer into a maven module. (missed jar copy);3c3bcce8e3ddac4480499be3edae69bb0d2554a3
TAJO-1125: Separate logical plan and optimizer into a maven module.--Closes #210;b143f991242b79fa8479148cd79fad7d4f8f2146
TAJO-1121: Remove the 'v2' storage package.--Closes #203;b636e8b8be623a87d291d7be7aa1dd645502469f
Update Tajo site for 0.9.0 release.;0fb2285fb4ad054db16a18a75d2bbc2bf5317ce5
TAJO-235: Support Oracle CatalogStore. (Jihun Kang via hyunsik)--Closes #154;0563a6a26fd97a3e8cfa9c6ae99772436c58da76
TAJO-233: Support PostgreSQL CatalogStore. (Jihun Kang via hyunsik);2e32f5a6271d6952f77839ff639e11537af03ebf
TAJO-1092: Improve the function system to allow other function implementation types.--Closes #178;d56737b999ebb5ad822d32b336752f98cffb78f8
Change the pom version of tajo-hcatalog to 0.9.1-SNAPSHOT.;8bc4582f17c1d987a8f8e13a5f90f8e69bb09e5c
[maven-release-plugin] prepare for next development iteration;f531495c24e0f1899d7822bc6b463148d27d0068
[maven-release-plugin] prepare release release-0.9.0-rc0;1e03c88e4f837e400b53e91a3338f559d2657a31
TAJO-1113: SubQuery in KILLED state should handle unexpected events.--Closes #199;3d334f3f45443b4d39a4d029de2482e5629a6e10
TAJO-1111: TestKillQuery.testKillQueryFromInitState occasionally fails.--Closes #198;22c43c0aded9b4689f863b38550c52d5ee5135c5
Update Apache POM to 15.;0646eda5198680c17e66fc6e96eeeb283ffe342d
TAJO-1110: JAVA_PULLSERVER_HEAP_MAX in bin/tajo should be increased.--Closes #197;27079643b5b62fc1f6196f3b6c2a794256097663
TAJO-1107: Broadcast join on non-leaf node scans only first data file.--Closes #193;5f64cbb1a64e2bcc034fb3f82c65ae448cb824bd
TAJO-1105: Add thread which detects JVM pauses like HADOOP's. (jinho)--Closes #191;140083bfbaf6dafb330eebbc1c7f7447c5292c1e
TAJO-1069: TAJO-1069: Add document to explain High Availability support. (jaehwa)--Closes #180;55d68ece60c5d05cabe1bce244e681f9347083e3
TAJO-1093: DateTimeFormat.to_char() is slower than SimpleDateFormat.format(). (bug fix)--Closes #194;bbd7a768a161be0e529ef41dea325fae196a4c1d
TAJO-1106: Missing session check in getFinishedQuery API. (Yongjun Park via hyunsik)--Closes #190;0adc754d9c020abb4811eb4c0f70022460be7a79
TAJO-1021: Remove the member variable Builder from all classes inherited from ProtoObject.--Closes #188;d94727f893bcac2866da4232ee71fe1b435d4759
TAJO-1104: Using asterisk with GROUP BY causes NPE.--Closes #187;8967d113571fe72131433e39753e41c35abe2297
TAJO-1099: LogicalPlanner::convertDataType causes NPE in some cases.--Closes #185;561edf3cb5328a5582d743e96ab596da347c1b90
TAJO-1102: Self-join with a partitioned table returns wrong result data.--Closes #189;f42baa005dbf3f4fe64e3f3745616164df9aba65
TAJO-1097: IllegalArgumentException: RawFileScanner. (Mai Hai Thanh via jinho)--Closes #183;0b2ea889b06166539aabdc0fdd9029008e5f1f7a
TAJO-1010: Improve multiple DISTINCT aggregation. (Hyoungjun Kim and jaehwa)--Closes #136;0dfa3972c6a52d785b8e55f91d0906456a3926b3
TAJO-1103: Insert clause of partitioned table loses some FetchImpls. (jinho)--Closes #186;de28c82942ae0fd2d06b45bcf629d660c30a9888
TAJO-1101: Broadcast join with a zero-length file table returns wrong result data.--Closes #184;2eba8aa30e1266e15ad918e4b150259bff6b31df
TAJO-1093: DateTimeFormat.to_char() is slower than SimpleDateFormat.format(). (Jihun Kang via hyunsik)--Closes #177;d0f9ebc1c501721ecee5422534b1740e38105996
TAJO-1096: Update download source documentation (Mai Hai Thanh via jaehwa)--Closes #182;44e6fe595da28c6c06e5c82741478a8ff3031fa9
TAJO-1067: INSERT OVERWRITE INTO should not remove all partitions. (jaehwa);ca5fb301bff4b38d80a523d5bece9eaf74f64ec3
Updated Change Note.;ca187bcf68ce81b984ccb7c2e2b5adc25ebff237
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo into TAJO-1062;03847cf497779d18d323bf94a9e2f0d79dadcb96
Rename cli.rst to tsql.rst;28b4cbc036b05a109694e1dcbaeacd802d0c9f71
TAJO-668: Add datetime function documentation. (Jongyoung Park via hyunsik)--Closes #160;ecc2b05af60d9540c758839c1f5d691850ac772b
TAJO-1030: Not supported JDBC APIs should return empty results instead of Exception. (Hyoungjun Kim via hyunsik)--Closes #145;029054b45c158159325a68ac1491256e3abe71f4
TAJO-1065: The \admin -cluster argument doesn't run as expected. (Jongyoung Park via hyunsik)--Closes #173;68b44da57e53f53e88bedc0bb7ac763c97f069a9
TAJO-1072: CLI gets stuck when wrong host/port is provided. (Jihun Kang via hyunsik)--Closes #169;4e203f03fb533e04577f5c2947823fedd8680b8a
TAJO-1081: Non-forwarded (simple) query shows wrong rows. (missed fix for test);a90438f9846519b63a80376ec09b760a22bbc951
TAJO-1081: Non-forwarded (simple) query shows wrong rows.--Closes #175;3d029fa90e483e6d0678b8b6c72c4a2410e97399
TAJO-1077: Add Derby configuration documentation.--Closes #163;d1022fbb8fb182ef1f83997c255f32c5f40f37d0
TAJO-1068: Add SQL Query documentation.--Closes #155;2d4b0847ff13dced41d47fd740b6c699bba0c945
TAJO-981: Help command (\?) in tsql takes too long time. (YeonSu Han via jaehwa)--Closes #174;0356a5257cd2426d783642e27478eaae95ddfe7d
Update some comments.;b6c06138e756823daebf188174e63bead43c0c05
TAJO-962: Column reference used in LIMIT clause incurs NPE.--Closes #164;bccac701d5c3467ec7d7b39a1f1dd10b73cadf76
Use "Tajo" instead of "tajo";e1f2b6b437fdb842166f8cf7a8c8fbf4bce19041
Rename back_command.rst;327a9c4edd5426521b86afac12dbab4640a7164a
TAJO-1074: Query calculates wrong progress before subquery init. (jinho)--Closes #162;35e49f039ccabf46d8cf20511c189aea7c15571a
TAJO-1078: Update contributor list.--Closes #165;f295ddc39adc50fc61f48b5885b5845d0851501d
Update some typos;706be644389f1223f5ea19d1418c6b6aa8b9bc96
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo into TAJO-1062;a5402249a2f7df85aa01280ed359f1d1d3489281
Update tsql documentation.;e59fe460cc888bfebe968619405edd9b9e57e410
TAJO-1061: Update build documentation. (jaehwa)--Closes #157;52e554390fa2b953304ee38006d74beac488f5c0
TAJO-1060: Apply updated hadoop versions to README and BUILDING files. (jinho)--Closes #158;d384cf00d2288910b431cf61b1b74ccc9359ae24
TAJO-1070: BSTIndexScanExec should not seek a negative offset. (jinho)--Closes #159;55bfa680bfac102e90a73c3f9c7436fabf85688e
TAJO-983: Worker should directly read Intermediate data stored in localhost rather than fetching. (Mai Hai Thanh via hyunsik);644b7cd991ea402115c6dc1d198e7f1d7f41771b
TAJO-1025: Network disconnection during query processing can cause infinite exceptions. (Jihun Kang via jinho);9e026a9a26a1004d4742f0e44d5b5d71691195ad
TAJO-1062: Update TSQL documentation;0e63abc71723c4c22f2c591ae60d892a9707973f
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;52a942136c549f197d6d1c3d1a13717e6f14a83f
TAJO-667: Add math function documentation. (Jongyoung Park via hyunsik)--Closes #153;5a7e27254b913b81c8199eff0ae3855375a07559
TAJO-910: Simple query (non-forwarded query) should be supported against partition tables.--Closes #138;7510f886e7f310dede3f9460ca40ad4bdd46e4cf
TAJO-1035: Add default TAJO_PULLSERVER_HEAPSIZE--Closes #148;cda6c897ab207ba73afa9d0dae7cecec9ba374aa
TAJO-1049: Remove the parallel degree limit up to the maximum cluster capacity.--Closes #147;e5f7c9591c71c998e702c789d249af20da3eeb6b
TAJO-1047: DefaultTaskScheduler:allocateRackTask is failed occasionally on JDK 1.7. (jinho)--Closes #144;1b3d51e149039db86d8c65f1fe3f0c8953b6faf4
TAJO-1056: Wrong resource release or wrong task scheduling. (jinho)--Closes #151;621d9145ff5f2d2551ebd3fce11a87f23413201e
TAJO-1050: RPC client does not retry during connecting. (Jihun Kang via jinho);5b31fc4207ef1de2418cafbc6d3e714fa03849d0
TAJO-1016: Refactor worker rpc information. (jinho)--Closes #125;28282b561ad0a75f9603936bf04f2aa5c99b6b58
TAJO-1046: Remove hadoop native dependency of pullserver. (jinho)--Closes #143;469820db19aedcf10ea41807e4cbc7ade48d780c
TAJO-1054: Wrong comment in ByteUtils.splitWorker(). (Jongyoung Park via jinho);1cff979c28f5922c4a69a4295f49309358bd2d81
TAJO-948: 'INSERT INTO' statement to non existence table casuses NPE. (Jongyoung Park via hyunsik)--Closes #142;200177482fbce1e33de22ad3a22f7c6b4c9cb7b7
TAJO-1048: Missed use of session variables in GlobalPlanner.--Closes #146;745131ee996b8d468479145de2069c4d34d6ffa0
TAJO-1040: Misuse netty HashedWheelTimer. (jinho);1a8a67ceb4224f3f0f3adab7d3e8956d3d12137c
TAJO-1015: Add executionblock event in worker. (jinho)--Closes #124;15450e868ae6a985deb988e679d19e1364c95526
TAJO-1037: KillQuery hang in subquery init state. (jinho)--Closes #137;64416dea6f1ae64ef0c9f2e2d26a803c0d2065c2
TAJO-1024: RpcConnectionPool::getConnection can cause NPE at initialization.--Closes #139;e6e164f15f485661932e4fb6e866f93a7c2f5935
TAJO-1034: Reduce Explicit Use of JVM Internal Class. (Jihun Kang via hyunsik);3a3850a296e8fc4b08be410bc089b68ede681e82
TAJO-1038: Remove use of Builder variable in Schema.--Closes #140;b0d69d2322a71fd4a8eda8136f04dd3504bb6c66
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;42a6c4ebeebe36aad6f7dc5f92c83baee398c85e
TAJO-1027: Upgrade Hive to 0.13.0 and 0.13.1. (jaehwa);4efb45b1d84c08a471858441e698e316af04c51e
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;05c892448113db40daef54d2e06dad463dbae9c8
TAJO-1022: tsql does not work as background process--Closes #128;604eb32222d9bdfb4f6768a863472ec46776cb90
TAJO-1029: TAJO_PULLSERVER_STANDALONE should be false in default tajo-env.sh. (jinho)--Closes #134;016507dd69e85f35134d8b2fe5e4054f28e762f3
TAJO-1028: JDBC should support SET command.--Closes #135;0f76a8ba0ef280875605b0e73a7c532b2f286ea0
TAJO-937: Should use tajo.util.VersionInfo instead of TajoConstants.TAJO_VERSION. (Mai Hai Thanh via hyunsik)--Closes #131;bdc75750e9026a3c1bc0a9a7008505cb0bbedca4
TAJO-1017: TajoConf misuses read & write locks in some functions. (Mai Hai Thanh via hyunsik)--Closes #130;0e43627440e034b28f85fd91fb5b0286e23a0299
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;b33a94509c1a007b56785435c8e16640ffde91b7
TAJO-991: Running PullServer on a dedicated JVM process which separates from worker.--Closes #107;7c5ef87f6eedc13afb16311bbc3b27ea0d921eca
TAJO-1020: TajoContainerProxy::assignExecutionBlock causes NPE by race condition.--Closes #127;d3727c73560f4d4c0fd3d2ead84b577e6f3a51b1
TAJO-986: Task scheduler gets incorrect task size. (Mai Hai Thanh via jihoon);1ab39706ec3fafe4edeef857d49db8dcace9c2d6
TAJO-906: Runtime code generation for evaluating expression trees.--Closes #113;7603a3d4c9ebf1e98a9f2aba53ae1140cdd34497
TAJO-873: Query status is still RUNNING after session expired. (Hyoungjun Kim, jinho)--Closes #37;839081ac8a752de899ddeb0bcd15866722ae6c27
TAJO-1004: UniformRangePartition cannot deal with unicode ranges.--Closes #116;aed97a8a5d5eac6e38103ea8356cec064cb251da
TAJO-931: Output file can be punctuated depending on the file size. (hyunsik)--Closes #119;a1711d16be579082fb57e5abb43ff1872d424451
TAJO-992: Reduce number of hash shuffle output file.-Closes #115;f3d63b46b7f66464aceb603bdce159e5b52904c4
TAJO-1008: Protocol buffer De/Serialization for EvalNode.;ea5ce54d812ac38dc23683c48d0ca24fb122a7ba
Revert "TAJO-1008: Protocol buffer De/Serialization for EvalNode."--This reverts commit 49d52553c5e4ef37a6af4605befbe36b0dd36c3c.;2d6bff7e8ef2ca2a7dff39c70383f30b2e06e055
TAJO-1013: a complex equality condition including columns of the same table is recognized as a join condition.--Closes #123;7c84aeb298919ac0e6a1eb1c469ae830656f17fa
TAJO-1008: Protocol buffer De/Serialization for EvalNode.;49d52553c5e4ef37a6af4605befbe36b0dd36c3c
TAJO-704: TajoMaster HA (jaehwa);b16d13addacc8c03f7b46b912a02231cea4c0861
TAJO-1011: EvalTreeUtil::isJoinQual need to handle other join conditions. (jaehwa);35c24927b9edc19c91ceb3a0264188435195cde7
TAJO-984: Improve the default data type handling in RowStoreUtil. (jihoon via hyunsik);d3697d7633d6be9fd1f0d29182bf83dda11a2cab
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;aa01e83859ef553ac4eb90c1678e3bc6be20c6c9
TAJO-1009: A binary eval for column references of the same tables should not be recognized as a join condition.--Closes #121;96b6c2aad76837c42d894b4aa217c6641e72ec86
TAJO-1007: Update site for new committer and new contributors.--Closes #120;057bc6d362ee751f5b9a4f10f638c077191aeb98
TAJO-985: Client API should be non-blocking. (jinho);60858b25c46fceedf70b8583f1d7ef1383a19c6b
TAJO-1006: Fix wrong storage unit for kilo bytes and others.--Closes #117;23f81373fcd007e59556a5146485eba69ddeb95e
TAJO-1000: TextDatum.asChar() is incorrect, if client charset is different. (jinho);fb4135a3bf16e61345ca2a5b6a6fea5b516e7a3e
TAJO-895: ConstEval should not be included in target list of projectable nodes.--Closes #111;7e31a320144d2da6aae795f29d3bd9bbb16f9338
TAJO-1001: Add missed postgresql license to NOTICE.txt and LICENSE.txt.--Closes #114;bb482d8ee3363e0a9db18764af26ea68c0d3fae0
TAJO-995: HiveMetaStoreClient wrapper should retry the connection. (jinho)--Closes #108;fbf7166897b3b25d8319198216dc4ca529e677ce
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;45f5ed3adba931f4706f26dda1d3c03240ee11d3
TAJO-947: ColPartitionStoreExec can cause URISyntaxException due to special characters. (Mai Hai Thanh via hyunsik);87e7ba21491ac8a5a6a56357d7b4185c94f5dfd6
TAJO-928: Session variables should override query configs in TajoConf.--Closes #98;ddfc3f33039ee15ab0a2d3fe5890b9acb40aec3d
TAJO-999: SequenceFile key class need to be compatible. (jaehwa)--Closes #110;0603b49dddb5d2b3c6f6447fa672e0ea03eae09e
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;7a7b4fd26f61df89cacdb4fc41faf9c2abe456b2
TAJO-994: 'count(distinct x)' function counts first null value.--Closes #106;fcc5da03ad1e9a692efad20aaf90a4005f9084d0
TAJO-996: Sometimes, scheduleFetchesByEvenDistributedVolumes loses some FetchImpls.--Closes #109;189cf3ffe9d1b5c625c553f27fc5be37cd7522be
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/tajo;415d0867ae4a4543f47360294bead1fc7f41e292
TAJO-990: Implement a tool to find tajo configurations. (jaehwa);912df6f081b91785a56cb4b312e94b71228ecfd2
TAJO-995: HiveMetaStoreClient wrapper should retry the connection;7c98709f0fcb06dfb675acae3d6489a6126f55b5
TAJO-949: PullServer does not release files, when a channel throws an internal exception. (jinho)--Closes #76;242d6ad656685b82f2c552aa09abe862107ae366
TAJO-989: Cleanup of child blocks after parent execution block is complete. (jinho)--Closes #103;0f3412a74bb3c565df1259b19630bc17e1bc69e0
TAJO-975: alias name which is the same to existing column name may cause NPE during PPD.--Closes #92;ae384685f5c16853d47cc4a9a611729dfe2b14fc
TAJO-966: Range partition should support split of multiple characters.--Closes #91;6b16264c1860f7e8156466fd806ba9251147a702
TAJO-987: Hash shuffle should be balanced according to intermediate volumes.--Closes #101;eeaf379a48030dd819a6daf2040c779379543ac8
TAJO-979: Dividing float value by zero should throw "Divide by zero Exception" (Hyoungjun Kim via hyunsik)--Closes #100;072b5a3ad2f21189ab3bdf159e666086957401d6
TAJO-978: RoundFloat8 should return Float8Datum type. (Hyoungjun Kim via hyunsik)--Closes #96;650157c5907c43a2f9228cd9a3ff59619e24efb6
TAJO-957: ROUND should be support INT parameter. (Mai Hai Thanh via hyunsik);8024f6ab324e9e3ba2c1968386292f9243f44b97
TAJO-976: HashPartitioner doesn't make desired number of partitions infrequently. (Fixed a build failure due to 1.7 API);b637416834951443e816fec930a8a08d8f2e17b7
TAJO-976: HashPartitioner doesn't make desired number of partitions infrequently. (Hyoungjun Kim via hyunsik)--Closes #94;8be501f43fc1b20c2a57790259aceafb02987df5
TAJO-980: execution page in Web UI broken.--Closes #97;fe870851934e76cde745f84b0b8061480031a7d1
TAJO-952: Wrong default partition volume config. (Mai Hai Thanh via jihoon);b49ff30b9a3da97d347e8e08798affceac79e6bb
TAJO-974: Eliminate unexpected case condition in SubQuery. (missed ticket close)--Closes #93;3cfc1987e69130fa0232d09765c5c3582914884c
TAJO-974: Eliminate unexpected case condition in SubQuery. (Hyoungjun Kim via hyunsik)--Closes #974;1f6b5b38752f499ee6d70ea1be399df34442b4f3
TAJO-977: INSERT into a partitioned table as SELECT statement uses a wrong schema. (Hyoungjun Kim via hyunsik)--Closes #95;9880f06fd9e13402593a48a834df972e5b170fe2
TAJO-968: Self-Join query (including partitioned table) doesn't run unexpectedly using auto broad cast join. (jaehwa)--Closes #88;72808e06f02cbb0bd7d9cf345544c60205cf34b0
TAJO-914: join queries with constant values can cause schema mismatch in logical plan.--Closes #78;326be451ded71099b88bdb6a50c40946df0af206
TAJO-969: Distributed sort on a large data set may result in incorrect results.--Closes #87;45559ce60c1da55ac7be1a5900afab45cc9deb06
